FECHA; GERENCIA CAM; SUB GERENCIA CAM; AREA DE CAM; EMPRESA CONTRATISTA; Nº ENC; Q NC; N IPAL
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Subterraneo";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Subterraneo";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Subterraneo";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";"Podatal";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";"Antillanca";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";"Abaing";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;2;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;2;20
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Construccion OOEE y OOCC";"COSSIO PINEDA";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;3;40
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;2;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;2;40
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;2;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;2;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Construccion OOEE y OOCC";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Construccion OOEE y OOCC";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";"RAMIRO CEA";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;3;40
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Subterraneo";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"SOT (Civil - Electrico)";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"SOT (Civil - Electrico)";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"SOT (Civil - Electrico)";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";"CAM Chile S.A";1;1;20
07-2014;"Servicios de Negocios";"Servicios de Negocios";"Logística";"SOSIAS";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Eléctrica";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Servicios de Emergencia";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Subterraneo";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"SOT (Civil - Electrico)";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"SOT (Civil - Electrico)";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"SOT (Civil - Electrico)";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"MCH SERVICIOS ELECTRICOS";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Subterraneo";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Subterraneo";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CAM Chile S.A";1;1;20
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"Siner";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";"RAMIRO CEA";1;1;20
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;2;40
07-2014;"Gerencia Operaciones";"Servicios de Distribucion";"Eléctrica";"SELEINCO";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Subterraneo";"CAM Chile S.A";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Telemedida y Automatizacion";"Eléctrica";"CODEL";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";"MCH SERVICIOS ELECTRICOS";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Comerciales & Utilities";"Eléctrica";" -- SIN CONTRATISTA -- ";1;0;0
07-2014;"Gerencia Operaciones";"Operaciones Tecnicas";"Mantenimiento Aereo";"CAM Chile S.A";1;0;0
07-2014;"Servicios de Negocios";"Servicios de Negocios";"Logística";"SOSIAS";1;1;40
